as_of,index_name,code
2024-06-28,zz500,600765
2024-06-28,zz500,600801
2024-06-28,zz500,600808
2024-06-28,zz500,600816
2024-06-28,zz500,600820
2024-06-28,zz500,600827
2024-06-28,zz500,600839
2024-06-28,zz500,600848
2024-06-28,zz500,600859
2024-06-28,zz500,600862
2024-06-28,zz500,600863
2024-06-28,zz500,600867
2024-06-28,zz500,600871
2024-06-28,zz500,600872
2024-06-28,zz500,600873
2024-06-28,zz500,600879
2024-06-28,zz500,600884
2024-06-28,zz500,600885
2024-06-28,zz500,600895
2024-06-28,zz500,600901
2024-06-28,zz500,600906
2024-06-28,zz500,600909
2024-06-28,zz500,600925
2024-06-28,zz500,600927
2024-06-28,zz500,600928
2024-06-28,zz500,600956
2024-06-28,zz500,600959
2024-06-28,zz500,600967
2024-06-28,zz500,600968
2024-06-28,zz500,600970
2024-06-28,zz500,600977
2024-06-28,zz500,600985
2024-06-28,zz500,600988
2024-06-28,zz500,600995
2024-06-28,zz500,600998
2024-06-28,zz500,601000
2024-06-28,zz500,601016
2024-06-28,zz500,601019
2024-06-28,zz500,601058
2024-06-28,zz500,601077
2024-06-28,zz500,601098
2024-06-28,zz500,601106
2024-06-28,zz500,601108
2024-06-28,zz500,601118
2024-06-28,zz500,601128
2024-06-28,zz500,601139
2024-06-28,zz500,601155
2024-06-28,zz500,601156
2024-06-28,zz500,601158
2024-06-28,zz500,601162
2024-06-28,zz500,601168
2024-06-28,zz500,601179
2024-06-28,zz500,601198
2024-06-28,zz500,601212
2024-06-28,zz500,601216
2024-06-28,zz500,601228
2024-06-28,zz500,601231
2024-06-28,zz500,601233
2024-06-28,zz500,601298
2024-06-28,zz500,601399
2024-06-28,zz500,601456
2024-06-28,zz500,601555
2024-06-28,zz500,601567
2024-06-28,zz500,601568
2024-06-28,zz500,601577
2024-06-28,zz500,601598
2024-06-28,zz500,601608
2024-06-28,zz500,601611
2024-06-28,zz500,601615
2024-06-28,zz500,601636
2024-06-28,zz500,601665
2024-06-28,zz500,601666
2024-06-28,zz500,601696
2024-06-28,zz500,601717
2024-06-28,zz500,601828
2024-06-28,zz500,601858
2024-06-28,zz500,601866
2024-06-28,zz500,601880
2024-06-28,zz500,601928
2024-06-28,zz500,601933
2024-06-28,zz500,601958
2024-06-28,zz500,601965
2024-06-28,zz500,601966
2024-06-28,zz500,601990
2024-06-28,zz500,601991
2024-06-28,zz500,601992
2024-06-28,zz500,601997
2024-06-28,zz500,603000
2024-06-28,zz500,603056
2024-06-28,zz500,603077
2024-06-28,zz500,603087
2024-06-28,zz500,603127
2024-06-28,zz500,603156
2024-06-28,zz500,603160
2024-06-28,zz500,603179
2024-06-28,zz500,603185
2024-06-28,zz500,603218
2024-06-28,zz500,603225
2024-06-28,zz500,603228
2024-06-28,zz500,603233
2024-06-28,zz500,603290
2024-06-28,zz500,603298
2024-06-28,zz500,603305
2024-06-28,zz500,603317
2024-06-28,zz500,603338
2024-06-28,zz500,603345
2024-06-28,zz500,603379
2024-06-28,zz500,603444
2024-06-28,zz500,603456
2024-06-28,zz500,603486
2024-06-28,zz500,603517
2024-06-28,zz500,603529
2024-06-28,zz500,603568
2024-06-28,zz500,603589
2024-06-28,zz500,603596
2024-06-28,zz500,603606
2024-06-28,zz500,603650
2024-06-28,zz500,603658
2024-06-28,zz500,603688
2024-06-28,zz500,603707
2024-06-28,zz500,603712
2024-06-28,zz500,603728
2024-06-28,zz500,603737
2024-06-28,zz500,603786
2024-06-28,zz500,603816
2024-06-28,zz500,603826
2024-06-28,zz500,603858
2024-06-28,zz500,603868
2024-06-28,zz500,603882
2024-06-28,zz500,603883
2024-06-28,zz500,603885
2024-06-28,zz500,603893
2024-06-28,zz500,603927
2024-06-28,zz500,603939
2024-06-28,zz500,603979
2024-06-28,zz500,605358
2024-06-28,zz500,688002
2024-06-28,zz500,688005
2024-06-28,zz500,688006
2024-06-28,zz500,688017
2024-06-28,zz500,688029
2024-06-28,zz500,688032
2024-06-28,zz500,688052
2024-06-28,zz500,688063
2024-06-28,zz500,688065
2024-06-28,zz500,688099
2024-06-28,zz500,688107
2024-06-28,zz500,688114
2024-06-28,zz500,688120
2024-06-28,zz500,688122
2024-06-28,zz500,688153
2024-06-28,zz500,688169
2024-06-28,zz500,688172
2024-06-28,zz500,688180
2024-06-28,zz500,688188
2024-06-28,zz500,688200
2024-06-28,zz500,688213
2024-06-28,zz500,688220
2024-06-28,zz500,688234
2024-06-28,zz500,688248
2024-06-28,zz500,688276
2024-06-28,zz500,688281
2024-06-28,zz500,688295
2024-06-28,zz500,688297
2024-06-28,zz500,688301
2024-06-28,zz500,688331
2024-06-28,zz500,688348
2024-06-28,zz500,688349
2024-06-28,zz500,688375
2024-06-28,zz500,688385
2024-06-28,zz500,688387
2024-06-28,zz500,688390
2024-06-28,zz500,688425
2024-06-28,zz500,688475
2024-06-28,zz500,688516
2024-06-28,zz500,688520
2024-06-28,zz500,688521
2024-06-28,zz500,688525
2024-06-28,zz500,688536
2024-06-28,zz500,688538
2024-06-28,zz500,688561
2024-06-28,zz500,688567
2024-06-28,zz500,688617
2024-06-28,zz500,688772
2024-06-28,zz500,688777
2024-06-28,zz500,688778
2024-06-28,zz500,688779
2024-06-28,zz500,688819
2024-06-28,zz500,689009
2024-06-28,zz500,000009
2024-06-28,zz500,000021
2024-06-28,zz500,000027
2024-06-28,zz500,000031
2024-06-28,zz500,000032
2024-06-28,zz500,000039
2024-06-28,zz500,000050
2024-06-28,zz500,000060
2024-06-28,zz500,000066
2024-06-28,zz500,000155
2024-06-28,zz500,000156
2024-06-28,zz500,000400
2024-06-28,zz500,000401
2024-06-28,zz500,000423
2024-06-28,zz500,000513
2024-06-28,zz500,000519
2024-06-28,zz500,000537
2024-06-28,zz500,000539
2024-06-28,zz500,000559
2024-06-28,zz500,000563
2024-06-28,zz500,000591
2024-06-28,zz500,000598
2024-06-28,zz500,000623
2024-06-28,zz500,000629
2024-06-28,zz500,000630
2024-06-28,zz500,000636
2024-06-28,zz500,000683
2024-06-28,zz500,000703
2024-06-28,zz500,000709
2024-06-28,zz500,000723
2024-06-28,zz500,000728
2024-06-28,zz500,000729
2024-06-28,zz500,000738
2024-06-28,zz500,000739
2024-06-28,zz500,000750
2024-06-28,zz500,000778
2024-06-28,zz500,000783
2024-06-28,zz500,000785
2024-06-28,zz500,000818
2024-06-28,zz500,000825
2024-06-28,zz500,000830
2024-06-28,zz500,000831
2024-06-28,zz500,000878
2024-06-28,zz500,000883
2024-06-28,zz500,000887
2024-06-28,zz500,000893
2024-06-28,zz500,000898
2024-06-28,zz500,000921
2024-06-28,zz500,000932
2024-06-28,zz500,000933
2024-06-28,zz500,000937
2024-06-28,zz500,000958
2024-06-28,zz500,000959
2024-06-28,zz500,000960
2024-06-28,zz500,000967
2024-06-28,zz500,000987
2024-06-28,zz500,000988
2024-06-28,zz500,000997
2024-06-28,zz500,000998
2024-06-28,zz500,001203
2024-06-28,zz500,001227
2024-06-28,zz500,001286
2024-06-28,zz500,001872
2024-06-28,zz500,002008
2024-06-28,zz500,002019
2024-06-28,zz500,002025
2024-06-28,zz500,002028
2024-06-28,zz500,002044
2024-06-28,zz500,002056
2024-06-28,zz500,002064
2024-06-28,zz500,002065
2024-06-28,zz500,002078
2024-06-28,zz500,002080
2024-06-28,zz500,002120
2024-06-28,zz500,002128
2024-06-28,zz500,002138
2024-06-28,zz500,002152
2024-06-28,zz500,002153
2024-06-28,zz500,002155
2024-06-28,zz500,002156
2024-06-28,zz500,002185
2024-06-28,zz500,002195
2024-06-28,zz500,002202
2024-06-28,zz500,002203
2024-06-28,zz500,002223
2024-06-28,zz500,002240
2024-06-28,zz500,002244
2024-06-28,zz500,002261
2024-06-28,zz500,002262
2024-06-28,zz500,002266
2024-06-28,zz500,002268
2024-06-28,zz500,002273
2024-06-28,zz500,002281
2024-06-28,zz500,002294
2024-06-28,zz500,002299
2024-06-28,zz500,002340
2024-06-28,zz500,002353
2024-06-28,zz500,002368
2024-06-28,zz500,002372
2024-06-28,zz500,002373
2024-06-28,zz500,002384
2024-06-28,zz500,002385
2024-06-28,zz500,002407
2024-06-28,zz500,002408
2024-06-28,zz500,002409
2024-06-28,zz500,002414
2024-06-28,zz500,002423
2024-06-28,zz500,002429
2024-06-28,zz500,002430
2024-06-28,zz500,002432
2024-06-28,zz500,002436
2024-06-28,zz500,002439
2024-06-28,zz500,002444
2024-06-28,zz500,002465
2024-06-28,zz500,002472
2024-06-28,zz500,002487
2024-06-28,zz500,002497
2024-06-28,zz500,002500
2024-06-28,zz500,002506
2024-06-28,zz500,002507
2024-06-28,zz500,002508
2024-06-28,zz500,002517
2024-06-28,zz500,002518
2024-06-28,zz500,002531
2024-06-28,zz500,002532
2024-06-28,zz500,002557
2024-06-28,zz500,002558
2024-06-28,zz500,002563
2024-06-28,zz500,002568
2024-06-28,zz500,002572
2024-06-28,zz500,002595
2024-06-28,zz500,002607
2024-06-28,zz500,002608
2024-06-28,zz500,002624
2024-06-28,zz500,002625
2024-06-28,zz500,002653
2024-06-28,zz500,002670
2024-06-28,zz500,002673
2024-06-28,zz500,002683
2024-06-28,zz500,002690
2024-06-28,zz500,002738
2024-06-28,zz500,002739
2024-06-28,zz500,002756
2024-06-28,zz500,002791
2024-06-28,zz500,002797
2024-06-28,zz500,002831
2024-06-28,zz500,002850
2024-06-28,zz500,002865
2024-06-28,zz500,002867
2024-06-28,zz500,002926
2024-06-28,zz500,002936
2024-06-28,zz500,002939
2024-06-28,zz500,002945
2024-06-28,zz500,002958
2024-06-28,zz500,002966
2024-06-28,zz500,002984
2024-06-28,zz500,003022
2024-06-28,zz500,003031
2024-06-28,zz500,003035
2024-06-28,zz500,300001
2024-06-28,zz500,300002
2024-06-28,zz500,300003
2024-06-28,zz500,300009
2024-06-28,zz500,300012
2024-06-28,zz500,300017
2024-06-28,zz500,300024
2024-06-28,zz500,300037
2024-06-28,zz500,300054
2024-06-28,zz500,300058
2024-06-28,zz500,300070
2024-06-28,zz500,300073
2024-06-28,zz500,300088
2024-06-28,zz500,300114
2024-06-28,zz500,300118
2024-06-28,zz500,300136
2024-06-28,zz500,300144
2024-06-28,zz500,300146
2024-06-28,zz500,300207
2024-06-28,zz500,300212
2024-06-28,zz500,300251
2024-06-28,zz500,300253
2024-06-28,zz500,300285
2024-06-28,zz500,300296
2024-06-28,zz500,300357
2024-06-28,zz500,300373
2024-06-28,zz500,300383
2024-06-28,zz500,300390
2024-06-28,zz500,300394
2024-06-28,zz500,300395
2024-06-28,zz500,300438
2024-06-28,zz500,300474
2024-06-28,zz500,300487
2024-06-28,zz500,300502
2024-06-28,zz500,300529
2024-06-28,zz500,300558
2024-06-28,zz500,300567
2024-06-28,zz500,300568
2024-06-28,zz500,300595
2024-06-28,zz500,300601
2024-06-28,zz500,300604
2024-06-28,zz500,300676
2024-06-28,zz500,300677
2024-06-28,zz500,300682
2024-06-28,zz500,300699
2024-06-28,zz500,300724
2024-06-28,zz500,300748
2024-06-28,zz500,300763
2024-06-28,zz500,300765
2024-06-28,zz500,300776
2024-06-28,zz500,300803
2024-06-28,zz500,300861
2024-06-28,zz500,300866
2024-06-28,zz500,300888
2024-06-28,zz500,301029
2024-06-28,zz500,301165
2024-06-28,zz500,301236
2024-06-28,zz500,301267
2024-06-28,zz500,301358
2024-12-31,hs300,600000
2024-12-31,hs300,600009
2024-12-31,hs300,600010
2024-12-31,hs300,600011
2024-12-31,hs300,600015
2024-12-31,hs300,600016
2024-12-31,hs300,600018
2024-12-31,hs300,600019
2024-12-31,hs300,600023
2024-12-31,hs300,600025
2024-12-31,hs300,600026
2024-12-31,hs300,600027
2024-12-31,hs300,600028
2024-12-31,hs300,600029
2024-12-31,hs300,600030
2024-12-31,hs300,600031
2024-12-31,hs300,600036
2024-12-31,hs300,600039
2024-12-31,hs300,600048
2024-12-31,hs300,600050
2024-12-31,hs300,600061
2024-12-31,hs300,600066
2024-12-31,hs300,600085
2024-12-31,hs300,600089
2024-12-31,hs300,600104
2024-12-31,hs300,600111
2024-12-31,hs300,600115
2024-12-31,hs300,600150
2024-12-31,hs300,600160
2024-12-31,hs300,600161
2024-12-31,hs300,600176
2024-12-31,hs300,600183
2024-12-31,hs300,600188
2024-12-31,hs300,600196
2024-12-31,hs300,600219
2024-12-31,hs300,600233
2024-12-31,hs300,600276
2024-12-31,hs300,600309
2024-12-31,hs300,600332
2024-12-31,hs300,600346
2024-12-31,hs300,600362
2024-12-31,hs300,600372
2024-12-31,hs300,600377
2024-12-31,hs300,600406
2024-12-31,hs300,600415
2024-12-31,hs300,600426
2024-12-31,hs300,600436
2024-12-31,hs300,600438
2024-12-31,hs300,600460
2024-12-31,hs300,600482
2024-12-31,hs300,600489
2024-12-31,hs300,600515
2024-12-31,hs300,600519
2024-12-31,hs300,600547
2024-12-31,hs300,600570
2024-12-31,hs300,600584
2024-12-31,hs300,600585
2024-12-31,hs300,600588
2024-12-31,hs300,600600
2024-12-31,hs300,600660
2024-12-31,hs300,600674
2024-12-31,hs300,600690
2024-12-31,hs300,600741
2024-12-31,hs300,600745
2024-12-31,hs300,600760
2024-12-31,hs300,600795
2024-12-31,hs300,600803
2024-12-31,hs300,600809
2024-12-31,hs300,600837
2024-12-31,hs300,600845
2024-12-31,hs300,600875
2024-12-31,hs300,600886
2024-12-31,hs300,600887
2024-12-31,hs300,600893
2024-12-31,hs300,600900
2024-12-31,hs300,600905
2024-12-31,hs300,600918
2024-12-31,hs300,600919
2024-12-31,hs300,600926
2024-12-31,hs300,600938
2024-12-31,hs300,600941
2024-12-31,hs300,600958
2024-12-31,hs300,600989
2024-12-31,hs300,600999
2024-12-31,hs300,601006
2024-12-31,hs300,601009
2024-12-31,hs300,601012
2024-12-31,hs300,601021
2024-12-31,hs300,601059
2024-12-31,hs300,601066
2024-12-31,hs300,601088
2024-12-31,hs300,601100
2024-12-31,hs300,601111
2024-12-31,hs300,601117
2024-12-31,hs300,601127
2024-12-31,hs300,601136
2024-12-31,hs300,601138
2024-12-31,hs300,601166
2024-12-31,hs300,601169
2024-12-31,hs300,601186
2024-12-31,hs300,601211
2024-12-31,hs300,601225
2024-12-31,hs300,601229
2024-12-31,hs300,601236
2024-12-31,hs300,601238
2024-12-31,hs300,601288
2024-12-31,hs300,601318
2024-12-31,hs300,601319
2024-12-31,hs300,601328
2024-12-31,hs300,601336
2024-12-31,hs300,601360
2024-12-31,hs300,601377
2024-12-31,hs300,601390
2024-12-31,hs300,601398
2024-12-31,hs300,601600
2024-12-31,hs300,601601
2024-12-31,hs300,601607
2024-12-31,hs300,601618
2024-12-31,hs300,601628
2024-12-31,hs300,601633
2024-12-31,hs300,601658
2024-12-31,hs300,601668
2024-12-31,hs300,601669
2024-12-31,hs300,601688
2024-12-31,hs300,601689
2024-12-31,hs300,601698
2024-12-31,hs300,601699
2024-12-31,hs300,601728
2024-12-31,hs300,601766
2024-12-31,hs300,601788
2024-12-31,hs300,601799
2024-12-31,hs300,601800
2024-12-31,hs300,601808
2024-12-31,hs300,601816
2024-12-31,hs300,601818
2024-12-31,hs300,601838
2024-12-31,hs300,601857
2024-12-31,hs300,601865
2024-12-31,hs300,601868
2024-12-31,hs300,601872
2024-12-31,hs300,601877
2024-12-31,hs300,601878
2024-12-31,hs300,601881
2024-12-31,hs300,601888
2024-12-31,hs300,601898
2024-12-31,hs300,601899
2024-12-31,hs300,601901
2024-12-31,hs300,601916
2024-12-31,hs300,601919
2024-12-31,hs300,601939
2024-12-31,hs300,601985
2024-12-31,hs300,601988
2024-12-31,hs300,601989
2024-12-31,hs300,601995
2024-12-31,hs300,601998
2024-12-31,hs300,603019
2024-12-31,hs300,603195
2024-12-31,hs300,603259
2024-12-31,hs300,603260
2024-12-31,hs300,603288
2024-12-31,hs300,603296
2024-12-31,hs300,603369
2024-12-31,hs300,603392
2024-12-31,hs300,603501
2024-12-31,hs300,603659
2024-12-31,hs300,603799
2024-12-31,hs300,603806
2024-12-31,hs300,603833
2024-12-31,hs300,603986
2024-12-31,hs300,603993
2024-12-31,hs300,605117
2024-12-31,hs300,605499
2024-12-31,hs300,688008
2024-12-31,hs300,688009
2024-12-31,hs300,688012
2024-12-31,hs300,688036
2024-12-31,hs300,688041
2024-12-31,hs300,688082
2024-12-31,hs300,688111
2024-12-31,hs300,688126
2024-12-31,hs300,688169
2024-12-31,hs300,688187
2024-12-31,hs300,688223
2024-12-31,hs300,688256
2024-12-31,hs300,688271
2024-12-31,hs300,688303
2024-12-31,hs300,688396
2024-12-31,hs300,688472
2024-12-31,hs300,688506
2024-12-31,hs300,688599
2024-12-31,hs300,688981
2024-12-31,hs300,000001
2024-12-31,hs300,000002
2024-12-31,hs300,000063
2024-12-31,hs300,000100
2024-12-31,hs300,000157
2024-12-31,hs300,000166
2024-12-31,hs300,000301
2024-12-31,hs300,000333
2024-12-31,hs300,000338
2024-12-31,hs300,000408
2024-12-31,hs300,000425
2024-12-31,hs300,000538
2024-12-31,hs300,000568
2024-12-31,hs300,000596
2024-12-31,hs300,000617
2024-12-31,hs300,000625
2024-12-31,hs300,000630
2024-12-31,hs300,000651
2024-12-31,hs300,000661
2024-12-31,hs300,000708
2024-12-31,hs300,000725
2024-12-31,hs300,000768
2024-12-31,hs300,000776
2024-12-31,hs300,000786
2024-12-31,hs300,000792
2024-12-31,hs300,000800
2024-12-31,hs300,000807
2024-12-31,hs300,000858
2024-12-31,hs300,000876
2024-12-31,hs300,000895
2024-12-31,hs300,000938
2024-12-31,hs300,000963
2024-12-31,hs300,000975
2024-12-31,hs300,000977
2024-12-31,hs300,000983
2024-12-31,hs300,000999
2024-12-31,hs300,001289
2024-12-31,hs300,001965
2024-12-31,hs300,001979
2024-12-31,hs300,002001
2024-12-31,hs300,002007
2024-12-31,hs300,002027
2024-12-31,hs300,002028
2024-12-31,hs300,002049
2024-12-31,hs300,002050
2024-12-31,hs300,002074
2024-12-31,hs300,002129
2024-12-31,hs300,002142
2024-12-31,hs300,002179
2024-12-31,hs300,002180
2024-12-31,hs300,002230
2024-12-31,hs300,002236
2024-12-31,hs300,002241
2024-12-31,hs300,002252
2024-12-31,hs300,002271
2024-12-31,hs300,002304
2024-12-31,hs300,002311
2024-12-31,hs300,002352
2024-12-31,hs300,002371
2024-12-31,hs300,002415
2024-12-31,hs300,002422
2024-12-31,hs300,002459
2024-12-31,hs300,002460
2024-12-31,hs300,002463
2024-12-31,hs300,002466
2024-12-31,hs300,002475
2024-12-31,hs300,002493
2024-12-31,hs300,002555
2024-12-31,hs300,002594
2024-12-31,hs300,002601
2024-12-31,hs300,002648
2024-12-31,hs300,002709
2024-12-31,hs300,002714
2024-12-31,hs300,002736
2024-12-31,hs300,002812
2024-12-31,hs300,002916
2024-12-31,hs300,002920
2024-12-31,hs300,002938
2024-12-31,hs300,003816
2024-12-31,hs300,300014
2024-12-31,hs300,300015
2024-12-31,hs300,300033
2024-12-31,hs300,300059
2024-12-31,hs300,300122
2024-12-31,hs300,300124
2024-12-31,hs300,300274
2024-12-31,hs300,300308
2024-12-31,hs300,300316
2024-12-31,hs300,300347
2024-12-31,hs300,300394
2024-12-31,hs300,300408
2024-12-31,hs300,300413
2024-12-31,hs300,300418
2024-12-31,hs300,300433
2024-12-31,hs300,300442
2024-12-31,hs300,300450
2024-12-31,hs300,300498
2024-12-31,hs300,300502
2024-12-31,hs300,300628
2024-12-31,hs300,300661
2024-12-31,hs300,300750
2024-12-31,hs300,300759
2024-12-31,hs300,300760
2024-12-31,hs300,300782
2024-12-31,hs300,300832
2024-12-31,hs300,300896
2024-12-31,hs300,300979
2024-12-31,hs300,300999
2024-12-31,hs300,301269
2024-12-31,zz500,600004
2024-12-31,zz500,600007
2024-12-31,zz500,600008
2024-12-31,zz500,600021
2024-12-31,zz500,600032
2024-12-31,zz500,600038
2024-12-31,zz500,600056
2024-12-31,zz500,600060
2024-12-31,zz500,600062
2024-12-31,zz500,600079
2024-12-31,zz500,600095
2024-12-31,zz500,600096
2024-12-31,zz500,600098
2024-12-31,zz500,600109
2024-12-31,zz500,600118
2024-12-31,zz500,600126
2024-12-31,zz500,600129
2024-12-31,zz500,600131
2024-12-31,zz500,600132
2024-12-31,zz500,600141
2024-12-31,zz500,600143
2024-12-31,zz500,600153
2024-12-31,zz500,600155
2024-12-31,zz500,600157
2024-12-31,zz500,600166
2024-12-31,zz500,600170
2024-12-31,zz500,600177
2024-12-31,zz500,600208
2024-12-31,zz500,600258
2024-12-31,zz500,600271
2024-12-31,zz500,600282
2024-12-31,zz500,600295
2024-12-31,zz500,600298
2024-12-31,zz500,600299
2024-12-31,zz500,600312
2024-12-31,zz500,600316
2024-12-31,zz500,600325
2024-12-31,zz500,600329
2024-12-31,zz500,600339
2024-12-31,zz500,600348
2024-12-31,zz500,600350
2024-12-31,zz500,600352
2024-12-31,zz500,600361
2024-12-31,zz500,600369
2024-12-31,zz500,600373
2024-12-31,zz500,600378
2024-12-31,zz500,600380
2024-12-31,zz500,600390
2024-12-31,zz500,600392
2024-12-31,zz500,600398
2024-12-31,zz500,600416
2024-12-31,zz500,600418
2024-12-31,zz500,600435
2024-12-31,zz500,600483
2024-12-31,zz500,600486
2024-12-31,zz500,600487
2024-12-31,zz500,600497
2024-12-31,zz500,600498
2024-12-31,zz500,600499
2024-12-31,zz500,600500
2024-12-31,zz500,600511
2024-12-31,zz500,600516
2024-12-31,zz500,600517
2024-12-31,zz500,600521
2024-12-31,zz500,600528
2024-12-31,zz500,600529
2024-12-31,zz500,600535
2024-12-31,zz500,600536
2024-12-31,zz500,600546
2024-12-31,zz500,600549
2024-12-31,zz500,600563
2024-12-31,zz500,600566
2024-12-31,zz500,600578
2024-12-31,zz500,600580
2024-12-31,zz500,600582
2024-12-31,zz500,600583
2024-12-31,zz500,600598
2024-12-31,zz500,600606
2024-12-31,zz500,600612
2024-12-31,zz500,600637
2024-12-31,zz500,600642
2024-12-31,zz500,600655
2024-12-31,zz500,600663
2024-12-31,zz500,600673
2024-12-31,zz500,600685
2024-12-31,zz500,600688
2024-12-31,zz500,600699
2024-12-31,zz500,600704
2024-12-31,zz500,600707
2024-12-31,zz500,600720
2024-12-31,zz500,600737
2024-12-31,zz500,600739
2024-12-31,zz500,600754
2024-12-31,zz500,600755
2024-12-31,zz500,600763
2024-12-31,zz500,600764
2024-12-31,zz500,600765
2024-12-31,zz500,600801
2024-12-31,zz500,600808
2024-12-31,zz500,600816
2024-12-31,zz500,600820
2024-12-31,zz500,600839
2024-12-31,zz500,600848
2024-12-31,zz500,600859
2024-12-31,zz500,600862
2024-12-31,zz500,600863
2024-12-31,zz500,600867
2024-12-31,zz500,600871
2024-12-31,zz500,600872
2024-12-31,zz500,600873
2024-12-31,zz500,600879
2024-12-31,zz500,600884
2024-12-31,zz500,600885
2024-12-31,zz500,600895
2024-12-31,zz500,600901
2024-12-31,zz500,600906
2024-12-31,zz500,600909
2024-12-31,zz500,600925
2024-12-31,zz500,600927
2024-12-31,zz500,600928
2024-12-31,zz500,600956
2024-12-31,zz500,600959
2024-12-31,zz500,600968
2024-12-31,zz500,600970
2024-12-31,zz500,600977
2024-12-31,zz500,600988
2024-12-31,zz500,600995
2024-12-31,zz500,600998
2024-12-31,zz500,601000
2024-12-31,zz500,601001
2024-12-31,zz500,601016
2024-12-31,zz500,601019
2024-12-31,zz500,601061
2024-12-31,zz500,601098
2024-12-31,zz500,601099
2024-12-31,zz500,601106
2024-12-31,zz500,601108
2024-12-31,zz500,601118
2024-12-31,zz500,601128
2024-12-31,zz500,601139
2024-12-31,zz500,601155
2024-12-31,zz500,601156
2024-12-31,zz500,601158
2024-12-31,zz500,601162
2024-12-31,zz500,601168
2024-12-31,zz500,601179
2024-12-31,zz500,601198
2024-12-31,zz500,601212
2024-12-31,zz500,601216
2024-12-31,zz500,601228
2024-12-31,zz500,601231
2024-12-31,zz500,601233
2024-12-31,zz500,601399
2024-12-31,zz500,601456
2024-12-31,zz500,601555
2024-12-31,zz500,601567
2024-12-31,zz500,601568
2024-12-31,zz500,601577
2024-12-31,zz500,601598
2024-12-31,zz500,601608
2024-12-31,zz500,601611
2024-12-31,zz500,601615
2024-12-31,zz500,601636
2024-12-31,zz500,601665
2024-12-31,zz500,601666
2024-12-31,zz500,601696
2024-12-31,zz500,601717
2024-12-31,zz500,601858
2024-12-31,zz500,601866
2024-12-31,zz500,601880
2024-12-31,zz500,601918
2024-12-31,zz500,601928
2024-12-31,zz500,601933
2024-12-31,zz500,601958
2024-12-31,zz500,601965
2024-12-31,zz500,601966
2024-12-31,zz500,601990
2024-12-31,zz500,601991
2024-12-31,zz500,601992
2024-12-31,zz500,601997
2024-12-31,zz500,603000
2024-12-31,zz500,603056
2024-12-31,zz500,603077
2024-12-31,zz500,603087
2024-12-31,zz500,603129
2024-12-31,zz500,603156
2024-12-31,zz500,603160
2024-12-31,zz500,603179
2024-12-31,zz500,603185
2024-12-31,zz500,603225
2024-12-31,zz500,603228
2024-12-31,zz500,603233
2024-12-31,zz500,603290
2024-12-31,zz500,603298
2024-12-31,zz500,603338
2024-12-31,zz500,603341
2024-12-31,zz500,603345
2024-12-31,zz500,603379
2024-12-31,zz500,603444
2024-12-31,zz500,603456
2024-12-31,zz500,603486
2024-12-31,zz500,603529
2024-12-31,zz500,603556
2024-12-31,zz500,603568
2024-12-31,zz500,603589
2024-12-31,zz500,603596
2024-12-31,zz500,603605
2024-12-31,zz500,603606
2024-12-31,zz500,603650
2024-12-31,zz500,603658
2024-12-31,zz500,603688
2024-12-31,zz500,603707
2024-12-31,zz500,603712
2024-12-31,zz500,603728
2024-12-31,zz500,603737
2024-12-31,zz500,603786
2024-12-31,zz500,603816
2024-12-31,zz500,603826
2024-12-31,zz500,603858
2024-12-31,zz500,603868
2024-12-31,zz500,603882
2024-12-31,zz500,603883
2024-12-31,zz500,603885
2024-12-31,zz500,603893
2024-12-31,zz500,603899
2024-12-31,zz500,603927
2024-12-31,zz500,603939
2024-12-31,zz500,603979
2024-12-31,zz500,605358
2024-12-31,zz500,688002
2024-12-31,zz500,688005
2024-12-31,zz500,688017
2024-12-31,zz500,688032
2024-12-31,zz500,688047
2024-12-31,zz500,688052
2024-12-31,zz500,688065
2024-12-31,zz500,688072
2024-12-31,zz500,688099
2024-12-31,zz500,688114
2024-12-31,zz500,688120
2024-12-31,zz500,688122
2024-12-31,zz500,688153
2024-12-31,zz500,688172
2024-12-31,zz500,688180
2024-12-31,zz500,688188
2024-12-31,zz500,688213
2024-12-31,zz500,688220
2024-12-31,zz500,688234
2024-12-31,zz500,688248
2024-12-31,zz500,688249
2024-12-31,zz500,688276
2024-12-31,zz500,688278
2024-12-31,zz500,688281
2024-12-31,zz500,688295
2024-12-31,zz500,688297
2024-12-31,zz500,688301
2024-12-31,zz500,688331
2024-12-31,zz500,688349
2024-12-31,zz500,688361
2024-12-31,zz500,688363
2024-12-31,zz500,688375
2024-12-31,zz500,688385
2024-12-31,zz500,688387
2024-12-31,zz500,688390
2024-12-31,zz500,688425
2024-12-31,zz500,688469
2024-12-31,zz500,688475
2024-12-31,zz500,688516
2024-12-31,zz500,688520
2024-12-31,zz500,688521
2024-12-31,zz500,688525
2024-12-31,zz500,688536
2024-12-31,zz500,688538
2024-12-31,zz500,688561
2024-12-31,zz500,688563
2024-12-31,zz500,688567
2024-12-31,zz500,688578
2024-12-31,zz500,688617
2024-12-31,zz500,688772
2024-12-31,zz500,688777
2024-12-31,zz500,688778
2024-12-31,zz500,688819
2024-12-31,zz500,689009
2024-12-31,zz500,000009
2024-12-31,zz500,000021
2024-12-31,zz500,000027
2024-12-31,zz500,000032
2024-12-31,zz500,000034
2024-12-31,zz500,000039
2024-12-31,zz500,000050
2024-12-31,zz500,000060
2024-12-31,zz500,000066
