as_of,index_name,code
2023-12-29,hs300,000301
2023-12-29,hs300,000333
2023-12-29,hs300,000338
2023-12-29,hs300,000408
2023-12-29,hs300,000425
2023-12-29,hs300,000538
2023-12-29,hs300,000568
2023-12-29,hs300,000596
2023-12-29,hs300,000617
2023-12-29,hs300,000625
2023-12-29,hs300,000651
2023-12-29,hs300,000661
2023-12-29,hs300,000708
2023-12-29,hs300,000725
2023-12-29,hs300,000733
2023-12-29,hs300,000768
2023-12-29,hs300,000776
2023-12-29,hs300,000786
2023-12-29,hs300,000792
2023-12-29,hs300,000800
2023-12-29,hs300,000858
2023-12-29,hs300,000876
2023-12-29,hs300,000877
2023-12-29,hs300,000895
2023-12-29,hs300,000938
2023-12-29,hs300,000963
2023-12-29,hs300,000977
2023-12-29,hs300,000983
2023-12-29,hs300,000999
2023-12-29,hs300,001289
2023-12-29,hs300,001979
2023-12-29,hs300,002001
2023-12-29,hs300,002007
2023-12-29,hs300,002027
2023-12-29,hs300,002049
2023-12-29,hs300,002050
2023-12-29,hs300,002074
2023-12-29,hs300,002129
2023-12-29,hs300,002142
2023-12-29,hs300,002179
2023-12-29,hs300,002180
2023-12-29,hs300,002202
2023-12-29,hs300,002230
2023-12-29,hs300,002236
2023-12-29,hs300,002241
2023-12-29,hs300,002252
2023-12-29,hs300,002271
2023-12-29,hs300,002304
2023-12-29,hs300,002311
2023-12-29,hs300,002352
2023-12-29,hs300,002371
2023-12-29,hs300,002410
2023-12-29,hs300,002415
2023-12-29,hs300,002459
2023-12-29,hs300,002460
2023-12-29,hs300,002466
2023-12-29,hs300,002475
2023-12-29,hs300,002493
2023-12-29,hs300,002555
2023-12-29,hs300,002594
2023-12-29,hs300,002601
2023-12-29,hs300,002603
2023-12-29,hs300,002648
2023-12-29,hs300,002709
2023-12-29,hs300,002714
2023-12-29,hs300,002736
2023-12-29,hs300,002812
2023-12-29,hs300,002821
2023-12-29,hs300,002841
2023-12-29,hs300,002916
2023-12-29,hs300,002920
2023-12-29,hs300,002938
2023-12-29,hs300,003816
2023-12-29,hs300,300014
2023-12-29,hs300,300015
2023-12-29,hs300,300033
2023-12-29,hs300,300059
2023-12-29,hs300,300122
2023-12-29,hs300,300124
2023-12-29,hs300,300142
2023-12-29,hs300,300223
2023-12-29,hs300,300274
2023-12-29,hs300,300308
2023-12-29,hs300,300316
2023-12-29,hs300,300347
2023-12-29,hs300,300408
2023-12-29,hs300,300413
2023-12-29,hs300,300433
2023-12-29,hs300,300450
2023-12-29,hs300,300454
2023-12-29,hs300,300496
2023-12-29,hs300,300498
2023-12-29,hs300,300628
2023-12-29,hs300,300661
2023-12-29,hs300,300750
2023-12-29,hs300,300751
2023-12-29,hs300,300759
2023-12-29,hs300,300760
2023-12-29,hs300,300763
2023-12-29,hs300,300782
2023-12-29,hs300,300896
2023-12-29,hs300,300919
2023-12-29,hs300,300957
2023-12-29,hs300,300979
2023-12-29,hs300,300999
2023-12-29,hs300,301269
2023-12-29,zz500,600004
2023-12-29,zz500,600008
2023-12-29,zz500,600021
2023-12-29,zz500,600022
2023-12-29,zz500,600032
2023-12-29,zz500,600038
2023-12-29,zz500,600056
2023-12-29,zz500,600060
2023-12-29,zz500,600062
2023-12-29,zz500,600066
2023-12-29,zz500,600079
2023-12-29,zz500,600095
2023-12-29,zz500,600096
2023-12-29,zz500,600109
2023-12-29,zz500,600118
2023-12-29,zz500,600126
2023-12-29,zz500,600129
2023-12-29,zz500,600131
2023-12-29,zz500,600141
2023-12-29,zz500,600143
2023-12-29,zz500,600153
2023-12-29,zz500,600155
2023-12-29,zz500,600157
2023-12-29,zz500,600160
2023-12-29,zz500,600161
2023-12-29,zz500,600166
2023-12-29,zz500,600167
2023-12-29,zz500,600170
2023-12-29,zz500,600177
2023-12-29,zz500,600208
2023-12-29,zz500,600258
2023-12-29,zz500,600271
2023-12-29,zz500,600282
2023-12-29,zz500,600298
2023-12-29,zz500,600299
2023-12-29,zz500,600315
2023-12-29,zz500,600316
2023-12-29,zz500,600325
2023-12-29,zz500,600329
2023-12-29,zz500,600339
2023-12-29,zz500,600348
2023-12-29,zz500,600350
2023-12-29,zz500,600352
2023-12-29,zz500,600369
2023-12-29,zz500,600373
2023-12-29,zz500,600377
2023-12-29,zz500,600378
2023-12-29,zz500,600380
2023-12-29,zz500,600390
2023-12-29,zz500,600392
2023-12-29,zz500,600398
2023-12-29,zz500,600399
2023-12-29,zz500,600415
2023-12-29,zz500,600416
2023-12-29,zz500,600418
2023-12-29,zz500,600435
2023-12-29,zz500,600481
2023-12-29,zz500,600482
2023-12-29,zz500,600486
2023-12-29,zz500,600497
2023-12-29,zz500,600498
2023-12-29,zz500,600499
2023-12-29,zz500,600500
2023-12-29,zz500,600511
2023-12-29,zz500,600516
2023-12-29,zz500,600517
2023-12-29,zz500,600521
2023-12-29,zz500,600528
2023-12-29,zz500,600529
2023-12-29,zz500,600535
2023-12-29,zz500,600536
2023-12-29,zz500,600546
2023-12-29,zz500,600549
2023-12-29,zz500,600563
2023-12-29,zz500,600566
2023-12-29,zz500,600580
2023-12-29,zz500,600582
2023-12-29,zz500,600583
2023-12-29,zz500,600597
2023-12-29,zz500,600598
2023-12-29,zz500,600637
2023-12-29,zz500,600642
2023-12-29,zz500,600655
2023-12-29,zz500,600663
2023-12-29,zz500,600673
2023-12-29,zz500,600699
2023-12-29,zz500,600704
2023-12-29,zz500,600707
2023-12-29,zz500,600737
2023-12-29,zz500,600739
2023-12-29,zz500,600755
2023-12-29,zz500,600764
2023-12-29,zz500,600765
2023-12-29,zz500,600801
2023-12-29,zz500,600808
2023-12-29,zz500,600820
2023-12-29,zz500,600827
2023-12-29,zz500,600839
2023-12-29,zz500,600848
2023-12-29,zz500,600859
2023-12-29,zz500,600862
2023-12-29,zz500,600863
2023-12-29,zz500,600867
2023-12-29,zz500,600871
2023-12-29,zz500,600873
2023-12-29,zz500,600879
2023-12-29,zz500,600884
2023-12-29,zz500,600885
2023-12-29,zz500,600895
2023-12-29,zz500,600901
2023-12-29,zz500,600906
2023-12-29,zz500,600909
2023-12-29,zz500,600925
2023-12-29,zz500,600927
2023-12-29,zz500,600928
2023-12-29,zz500,600956
2023-12-29,zz500,600959
2023-12-29,zz500,600967
2023-12-29,zz500,600968
2023-12-29,zz500,600970
2023-12-29,zz500,600977
2023-12-29,zz500,600985
2023-12-29,zz500,600988
2023-12-29,zz500,600995
2023-12-29,zz500,600998
2023-12-29,zz500,601000
2023-12-29,zz500,601016
2023-12-29,zz500,601058
2023-12-29,zz500,601061
2023-12-29,zz500,601077
2023-12-29,zz500,601098
2023-12-29,zz500,601106
2023-12-29,zz500,601108
2023-12-29,zz500,601118
2023-12-29,zz500,601128
2023-12-29,zz500,601139
2023-12-29,zz500,601156
2023-12-29,zz500,601158
2023-12-29,zz500,601162
2023-12-29,zz500,601168
2023-12-29,zz500,601179
2023-12-29,zz500,601187
2023-12-29,zz500,601198
2023-12-29,zz500,601216
2023-12-29,zz500,601228
2023-12-29,zz500,601231
2023-12-29,zz500,601233
2023-12-29,zz500,601298
2023-12-29,zz500,601456
2023-12-29,zz500,601555
2023-12-29,zz500,601568
2023-12-29,zz500,601577
2023-12-29,zz500,601598
2023-12-29,zz500,601608
2023-12-29,zz500,601611
2023-12-29,zz500,601636
2023-12-29,zz500,601665
2023-12-29,zz500,601666
2023-12-29,zz500,601696
2023-12-29,zz500,601717
2023-12-29,zz500,601778
2023-12-29,zz500,601828
2023-12-29,zz500,601866
2023-12-29,zz500,601880
2023-12-29,zz500,601928
2023-12-29,zz500,601933
2023-12-29,zz500,601958
2023-12-29,zz500,601966
2023-12-29,zz500,601990
2023-12-29,zz500,601991
2023-12-29,zz500,601992
2023-12-29,zz500,601997
2023-12-29,zz500,603000
2023-12-29,zz500,603026
2023-12-29,zz500,603056
2023-12-29,zz500,603077
2023-12-29,zz500,603127
2023-12-29,zz500,603156
2023-12-29,zz500,603160
2023-12-29,zz500,603185
2023-12-29,zz500,603218
2023-12-29,zz500,603225
2023-12-29,zz500,603228
2023-12-29,zz500,603233
2023-12-29,zz500,603267
2023-12-29,zz500,603305
2023-12-29,zz500,603317
2023-12-29,zz500,603338
2023-12-29,zz500,603355
2023-12-29,zz500,603379
2023-12-29,zz500,603444
2023-12-29,zz500,603456
2023-12-29,zz500,603517
2023-12-29,zz500,603529
2023-12-29,zz500,603568
2023-12-29,zz500,603589
2023-12-29,zz500,603596
2023-12-29,zz500,603606
2023-12-29,zz500,603650
2023-12-29,zz500,603658
2023-12-29,zz500,603688
2023-12-29,zz500,603707
2023-12-29,zz500,603712
2023-12-29,zz500,603737
2023-12-29,zz500,603786
2023-12-29,zz500,603816
2023-12-29,zz500,603826
2023-12-29,zz500,603858
2023-12-29,zz500,603866
2023-12-29,zz500,603868
2023-12-29,zz500,603882
2023-12-29,zz500,603883
2023-12-29,zz500,603885
2023-12-29,zz500,603893
2023-12-29,zz500,603927
2023-12-29,zz500,603939
2023-12-29,zz500,605358
2023-12-29,zz500,688002
2023-12-29,zz500,688005
2023-12-29,zz500,688006
2023-12-29,zz500,688029
2023-12-29,zz500,688032
2023-12-29,zz500,688052
2023-12-29,zz500,688063
2023-12-29,zz500,688072
2023-12-29,zz500,688082
2023-12-29,zz500,688099
2023-12-29,zz500,688105
2023-12-29,zz500,688107
2023-12-29,zz500,688114
2023-12-29,zz500,688120
2023-12-29,zz500,688122
2023-12-29,zz500,688153
2023-12-29,zz500,688169
2023-12-29,zz500,688180
2023-12-29,zz500,688188
2023-12-29,zz500,688200
2023-12-29,zz500,688208
2023-12-29,zz500,688220
2023-12-29,zz500,688234
2023-12-29,zz500,688248
2023-12-29,zz500,688276
2023-12-29,zz500,688281
2023-12-29,zz500,688295
2023-12-29,zz500,688297
2023-12-29,zz500,688301
2023-12-29,zz500,688331
2023-12-29,zz500,688348
2023-12-29,zz500,688349
2023-12-29,zz500,688375
2023-12-29,zz500,688385
2023-12-29,zz500,688387
2023-12-29,zz500,688390
2023-12-29,zz500,688425
2023-12-29,zz500,688516
2023-12-29,zz500,688520
2023-12-29,zz500,688521
2023-12-29,zz500,688536
2023-12-29,zz500,688538
2023-12-29,zz500,688567
2023-12-29,zz500,688690
2023-12-29,zz500,688728
2023-12-29,zz500,688772
2023-12-29,zz500,688778
2023-12-29,zz500,688779
2023-12-29,zz500,688819
2023-12-29,zz500,689009
2023-12-29,zz500,000009
2023-12-29,zz500,000021
2023-12-29,zz500,000027
2023-12-29,zz500,000031
2023-12-29,zz500,000039
2023-12-29,zz500,000050
2023-12-29,zz500,000060
2023-12-29,zz500,000066
2023-12-29,zz500,000089
2023-12-29,zz500,000155
2023-12-29,zz500,000156
2023-12-29,zz500,000400
2023-12-29,zz500,000401
2023-12-29,zz500,000402
2023-12-29,zz500,000423
2023-12-29,zz500,000513
2023-12-29,zz500,000519
2023-12-29,zz500,000537
2023-12-29,zz500,000539
2023-12-29,zz500,000547
2023-12-29,zz500,000553
2023-12-29,zz500,000559
2023-12-29,zz500,000563
2023-12-29,zz500,000581
2023-12-29,zz500,000591
2023-12-29,zz500,000598
2023-12-29,zz500,000623
2023-12-29,zz500,000629
2023-12-29,zz500,000630
2023-12-29,zz500,000636
2023-12-29,zz500,000683
2023-12-29,zz500,000703
2023-12-29,zz500,000709
2023-12-29,zz500,000723
2023-12-29,zz500,000728
2023-12-29,zz500,000729
2023-12-29,zz500,000738
2023-12-29,zz500,000739
2023-12-29,zz500,000750
2023-12-29,zz500,000778
2023-12-29,zz500,000783
2023-12-29,zz500,000785
2023-12-29,zz500,000825
2023-12-29,zz500,000830
2023-12-29,zz500,000831
2023-12-29,zz500,000878
2023-12-29,zz500,000883
2023-12-29,zz500,000887
2023-12-29,zz500,000893
2023-12-29,zz500,000898
2023-12-29,zz500,000930
2023-12-29,zz500,000932
2023-12-29,zz500,000933
2023-12-29,zz500,000937
2023-12-29,zz500,000958
2023-12-29,zz500,000959
2023-12-29,zz500,000960
2023-12-29,zz500,000967
2023-12-29,zz500,000970
2023-12-29,zz500,000975
2023-12-29,zz500,000987
2023-12-29,zz500,000988
2023-12-29,zz500,000997
2023-12-29,zz500,000998
2023-12-29,zz500,001203
2023-12-29,zz500,001227
2023-12-29,zz500,001286
2023-12-29,zz500,001872
2023-12-29,zz500,001914
2023-12-29,zz500,002008
2023-12-29,zz500,002010
2023-12-29,zz500,002019
2023-12-29,zz500,002025
2023-12-29,zz500,002028
2023-12-29,zz500,002030
2023-12-29,zz500,002032
2023-12-29,zz500,002044
2023-12-29,zz500,002056
2023-12-29,zz500,002064
2023-12-29,zz500,002065
2023-12-29,zz500,002078
2023-12-29,zz500,002080
2023-12-29,zz500,002092
2023-12-29,zz500,002120
2023-12-29,zz500,002128
2023-12-29,zz500,002131
2023-12-29,zz500,002138
2023-12-29,zz500,002152
2023-12-29,zz500,002153
2023-12-29,zz500,002155
2023-12-29,zz500,002156
2023-12-29,zz500,002185
2023-12-29,zz500,002192
2023-12-29,zz500,002195
2023-12-29,zz500,002203
2023-12-29,zz500,002223
2023-12-29,zz500,002240
2023-12-29,zz500,002244
2023-12-29,zz500,002262
2023-12-29,zz500,002266
2023-12-29,zz500,002268
2023-12-29,zz500,002273
2023-12-29,zz500,002281
2023-12-29,zz500,002294
2023-12-29,zz500,002299
2023-12-29,zz500,002326
2023-12-29,zz500,002340
2023-12-29,zz500,002353
2023-12-29,zz500,002368
2023-12-29,zz500,002372
2023-12-29,zz500,002373
2023-12-29,zz500,002384
2023-12-29,zz500,002385
2023-12-29,zz500,002399
2023-12-29,zz500,002407
2023-12-29,zz500,002408
2023-12-29,zz500,002409
2023-12-29,zz500,002414
2023-12-29,zz500,002422
2023-12-29,zz500,002423
2023-12-29,zz500,002429
2023-12-29,zz500,002430
2023-12-29,zz500,002432
2023-12-29,zz500,002439
2023-12-29,zz500,002444
2023-12-29,zz500,002463
2023-12-29,zz500,002465
2023-12-29,zz500,002468
2023-12-29,zz500,002472
2023-12-29,zz500,002487
2023-12-29,zz500,002497
2023-12-29,zz500,002500
2023-12-29,zz500,002505
2023-12-29,zz500,002506
2023-12-29,zz500,002507
2023-12-29,zz500,002508
2023-12-29,zz500,002511
2023-12-29,zz500,002517
2023-12-29,zz500,002518
2023-12-29,zz500,002531
2023-12-29,zz500,002532
2023-12-29,zz500,002557
2023-12-29,zz500,002558
2023-12-29,zz500,002563
2023-12-29,zz500,002568
2023-12-29,zz500,002572
2023-12-29,zz500,002595
2023-12-29,zz500,002600
2023-12-29,zz500,002607
2023-12-29,zz500,002608
2023-12-29,zz500,002624
2023-12-29,zz500,002625
2023-12-29,zz500,002653
2023-12-29,zz500,002670
2023-12-29,zz500,002673
2023-12-29,zz500,002683
2023-12-29,zz500,002690
2023-12-29,zz500,002738
2023-12-29,zz500,002739
2023-12-29,zz500,002756
2023-12-29,zz500,002761
2023-12-29,zz500,002791
2023-12-29,zz500,002797
2023-12-29,zz500,002831
2023-12-29,zz500,002850
2023-12-29,zz500,002865
2023-12-29,zz500,002867
2023-12-29,zz500,002925
2023-12-29,zz500,002926
2023-12-29,zz500,002936
2023-12-29,zz500,002939
2023-12-29,zz500,002945
2023-12-29,zz500,002958
2023-12-29,zz500,002966
2023-12-29,zz500,003022
2023-12-29,zz500,003031
2023-12-29,zz500,003035
2023-12-29,zz500,300001
2023-12-29,zz500,300003
2023-12-29,zz500,300009
2023-12-29,zz500,300012
2023-12-29,zz500,300017
2023-12-29,zz500,300024
2023-12-29,zz500,300026
2023-12-29,zz500,300037
2023-12-29,zz500,300058
2023-12-29,zz500,300070
2023-12-29,zz500,300073
2023-12-29,zz500,300088
2023-12-29,zz500,300114
2023-12-29,zz500,300118
2023-12-29,zz500,300136
2023-12-29,zz500,300144
2023-12-29,zz500,300146
2023-12-29,zz500,300207
2023-12-29,zz500,300212
2023-12-29,zz500,300244
2023-12-29,zz500,300251
2023-12-29,zz500,300253
2023-12-29,zz500,300257
2023-12-29,zz500,300285
2023-12-29,zz500,300296
2023-12-29,zz500,300357
2023-12-29,zz500,300363
2023-12-29,zz500,300373
2023-12-29,zz500,300383
2023-12-29,zz500,300390
2023-12-29,zz500,300394
2023-12-29,zz500,300395
2023-12-29,zz500,300418
2023-12-29,zz500,300438
2023-12-29,zz500,300474
2023-12-29,zz500,300487
2023-12-29,zz500,300502
2023-12-29,zz500,300529
2023-12-29,zz500,300558
2023-12-29,zz500,300568
2023-12-29,zz500,300595
2023-12-29,zz500,300601
2023-12-29,zz500,300604
2023-12-29,zz500,300676
2023-12-29,zz500,300677
2023-12-29,zz500,300682
2023-12-29,zz500,300699
2023-12-29,zz500,300724
2023-12-29,zz500,300748
2023-12-29,zz500,300776
2023-12-29,zz500,300850
2023-12-29,zz500,300861
2023-12-29,zz500,300866
2023-12-29,zz500,300888
2023-12-29,zz500,301029
2023-12-29,zz500,301236
2024-06-28,hs300,600000
2024-06-28,hs300,600009
2024-06-28,hs300,600010
2024-06-28,hs300,600011
2024-06-28,hs300,600015
2024-06-28,hs300,600016
2024-06-28,hs300,600018
2024-06-28,hs300,600019
2024-06-28,hs300,600023
2024-06-28,hs300,600025
2024-06-28,hs300,600026
2024-06-28,hs300,600027
2024-06-28,hs300,600028
2024-06-28,hs300,600029
2024-06-28,hs300,600030
2024-06-28,hs300,600031
2024-06-28,hs300,600036
2024-06-28,hs300,600039
2024-06-28,hs300,600048
2024-06-28,hs300,600050
2024-06-28,hs300,600061
2024-06-28,hs300,600085
2024-06-28,hs300,600089
2024-06-28,hs300,600104
2024-06-28,hs300,600111
2024-06-28,hs300,600115
2024-06-28,hs300,600132
2024-06-28,hs300,600150
2024-06-28,hs300,600161
2024-06-28,hs300,600176
2024-06-28,hs300,600183
2024-06-28,hs300,600188
2024-06-28,hs300,600196
2024-06-28,hs300,600219
2024-06-28,hs300,600233
2024-06-28,hs300,600276
2024-06-28,hs300,600309
2024-06-28,hs300,600332
2024-06-28,hs300,600346
2024-06-28,hs300,600362
2024-06-28,hs300,600372
2024-06-28,hs300,600406
2024-06-28,hs300,600415
2024-06-28,hs300,600426
2024-06-28,hs300,600436
2024-06-28,hs300,600438
2024-06-28,hs300,600460
2024-06-28,hs300,600489
2024-06-28,hs300,600515
2024-06-28,hs300,600519
2024-06-28,hs300,600547
2024-06-28,hs300,600570
2024-06-28,hs300,600584
2024-06-28,hs300,600585
2024-06-28,hs300,600588
2024-06-28,hs300,600600
2024-06-28,hs300,600660
2024-06-28,hs300,600674
2024-06-28,hs300,600690
2024-06-28,hs300,600732
2024-06-28,hs300,600741
2024-06-28,hs300,600745
2024-06-28,hs300,600760
2024-06-28,hs300,600795
2024-06-28,hs300,600803
2024-06-28,hs300,600809
2024-06-28,hs300,600837
2024-06-28,hs300,600845
2024-06-28,hs300,600875
2024-06-28,hs300,600886
2024-06-28,hs300,600887
2024-06-28,hs300,600893
2024-06-28,hs300,600900
2024-06-28,hs300,600905
2024-06-28,hs300,600918
2024-06-28,hs300,600919
2024-06-28,hs300,600926
2024-06-28,hs300,600938
2024-06-28,hs300,600941
2024-06-28,hs300,600958
2024-06-28,hs300,600989
2024-06-28,hs300,600999
2024-06-28,hs300,601006
2024-06-28,hs300,601009
2024-06-28,hs300,601012
2024-06-28,hs300,601021
2024-06-28,hs300,601059
2024-06-28,hs300,601066
2024-06-28,hs300,601088
2024-06-28,hs300,601100
2024-06-28,hs300,601111
2024-06-28,hs300,601117
2024-06-28,hs300,601138
2024-06-28,hs300,601166
2024-06-28,hs300,601169
2024-06-28,hs300,601186
2024-06-28,hs300,601211
2024-06-28,hs300,601225
2024-06-28,hs300,601229
2024-06-28,hs300,601236
2024-06-28,hs300,601238
2024-06-28,hs300,601288
2024-06-28,hs300,601318
2024-06-28,hs300,601319
2024-06-28,hs300,601328
2024-06-28,hs300,601336
2024-06-28,hs300,601360
2024-06-28,hs300,601377
2024-06-28,hs300,601390
2024-06-28,hs300,601398
2024-06-28,hs300,601600
2024-06-28,hs300,601601
2024-06-28,hs300,601607
2024-06-28,hs300,601618
2024-06-28,hs300,601628
2024-06-28,hs300,601633
2024-06-28,hs300,601658
2024-06-28,hs300,601668
2024-06-28,hs300,601669
2024-06-28,hs300,601688
2024-06-28,hs300,601689
2024-06-28,hs300,601698
2024-06-28,hs300,601699
2024-06-28,hs300,601728
2024-06-28,hs300,601766
2024-06-28,hs300,601788
2024-06-28,hs300,601799
2024-06-28,hs300,601800
2024-06-28,hs300,601808
2024-06-28,hs300,601816
2024-06-28,hs300,601818
2024-06-28,hs300,601838
2024-06-28,hs300,601857
2024-06-28,hs300,601865
2024-06-28,hs300,601868
2024-06-28,hs300,601872
2024-06-28,hs300,601877
2024-06-28,hs300,601878
2024-06-28,hs300,601881
2024-06-28,hs300,601888
2024-06-28,hs300,601898
2024-06-28,hs300,601899
2024-06-28,hs300,601901
2024-06-28,hs300,601916
2024-06-28,hs300,601919
2024-06-28,hs300,601939
2024-06-28,hs300,601985
2024-06-28,hs300,601988
2024-06-28,hs300,601989
2024-06-28,hs300,601995
2024-06-28,hs300,601998
2024-06-28,hs300,603019
2024-06-28,hs300,603195
2024-06-28,hs300,603259
2024-06-28,hs300,603260
2024-06-28,hs300,603288
2024-06-28,hs300,603296
2024-06-28,hs300,603369
2024-06-28,hs300,603392
2024-06-28,hs300,603501
2024-06-28,hs300,603659
2024-06-28,hs300,603799
2024-06-28,hs300,603806
2024-06-28,hs300,603833
2024-06-28,hs300,603899
2024-06-28,hs300,603986
2024-06-28,hs300,603993
2024-06-28,hs300,605117
2024-06-28,hs300,605499
2024-06-28,hs300,688008
2024-06-28,hs300,688009
2024-06-28,hs300,688012
2024-06-28,hs300,688036
2024-06-28,hs300,688041
2024-06-28,hs300,688082
2024-06-28,hs300,688111
2024-06-28,hs300,688126
2024-06-28,hs300,688187
2024-06-28,hs300,688223
2024-06-28,hs300,688256
2024-06-28,hs300,688271
2024-06-28,hs300,688303
2024-06-28,hs300,688363
2024-06-28,hs300,688396
2024-06-28,hs300,688599
2024-06-28,hs300,688981
2024-06-28,hs300,000001
2024-06-28,hs300,000002
2024-06-28,hs300,000063
2024-06-28,hs300,000100
2024-06-28,hs300,000157
2024-06-28,hs300,000166
2024-06-28,hs300,000301
2024-06-28,hs300,000333
2024-06-28,hs300,000338
2024-06-28,hs300,000408
2024-06-28,hs300,000425
2024-06-28,hs300,000538
2024-06-28,hs300,000568
2024-06-28,hs300,000596
2024-06-28,hs300,000617
2024-06-28,hs300,000625
2024-06-28,hs300,000651
2024-06-28,hs300,000661
2024-06-28,hs300,000708
2024-06-28,hs300,000725
2024-06-28,hs300,000733
2024-06-28,hs300,000768
2024-06-28,hs300,000776
2024-06-28,hs300,000786
2024-06-28,hs300,000792
2024-06-28,hs300,000800
2024-06-28,hs300,000807
2024-06-28,hs300,000858
2024-06-28,hs300,000876
2024-06-28,hs300,000895
2024-06-28,hs300,000938
2024-06-28,hs300,000963
2024-06-28,hs300,000977
2024-06-28,hs300,000983
2024-06-28,hs300,000999
2024-06-28,hs300,001289
2024-06-28,hs300,001965
2024-06-28,hs300,001979
2024-06-28,hs300,002001
2024-06-28,hs300,002007
2024-06-28,hs300,002027
2024-06-28,hs300,002049
2024-06-28,hs300,002050
2024-06-28,hs300,002074
2024-06-28,hs300,002129
2024-06-28,hs300,002142
2024-06-28,hs300,002179
2024-06-28,hs300,002180
2024-06-28,hs300,002230
2024-06-28,hs300,002236
2024-06-28,hs300,002241
2024-06-28,hs300,002252
2024-06-28,hs300,002271
2024-06-28,hs300,002304
2024-06-28,hs300,002311
2024-06-28,hs300,002352
2024-06-28,hs300,002371
2024-06-28,hs300,002410
2024-06-28,hs300,002415
2024-06-28,hs300,002459
2024-06-28,hs300,002460
2024-06-28,hs300,002466
2024-06-28,hs300,002475
2024-06-28,hs300,002493
2024-06-28,hs300,002555
2024-06-28,hs300,002594
2024-06-28,hs300,002601
2024-06-28,hs300,002603
2024-06-28,hs300,002648
2024-06-28,hs300,002709
2024-06-28,hs300,002714
2024-06-28,hs300,002736
2024-06-28,hs300,002812
2024-06-28,hs300,002821
2024-06-28,hs300,002841
2024-06-28,hs300,002916
2024-06-28,hs300,002920
2024-06-28,hs300,002938
2024-06-28,hs300,003816
2024-06-28,hs300,300014
2024-06-28,hs300,300015
2024-06-28,hs300,300033
2024-06-28,hs300,300059
2024-06-28,hs300,300122
2024-06-28,hs300,300124
2024-06-28,hs300,300142
2024-06-28,hs300,300223
2024-06-28,hs300,300274
2024-06-28,hs300,300308
2024-06-28,hs300,300316
2024-06-28,hs300,300347
2024-06-28,hs300,300408
2024-06-28,hs300,300413
2024-06-28,hs300,300418
2024-06-28,hs300,300433
2024-06-28,hs300,300442
2024-06-28,hs300,300450
2024-06-28,hs300,300454
2024-06-28,hs300,300496
2024-06-28,hs300,300498
2024-06-28,hs300,300628
2024-06-28,hs300,300661
2024-06-28,hs300,300750
2024-06-28,hs300,300751
2024-06-28,hs300,300759
2024-06-28,hs300,300760
2024-06-28,hs300,300782
2024-06-28,hs300,300832
2024-06-28,hs300,300896
2024-06-28,hs300,300919
2024-06-28,hs300,300957
2024-06-28,hs300,300979
2024-06-28,hs300,300999
2024-06-28,hs300,301269
2024-06-28,zz500,600004
2024-06-28,zz500,600008
2024-06-28,zz500,600021
2024-06-28,zz500,600022
2024-06-28,zz500,600032
2024-06-28,zz500,600038
2024-06-28,zz500,600056
2024-06-28,zz500,600060
2024-06-28,zz500,600062
2024-06-28,zz500,600066
2024-06-28,zz500,600079
2024-06-28,zz500,600095
2024-06-28,zz500,600096
2024-06-28,zz500,600098
2024-06-28,zz500,600109
2024-06-28,zz500,600118
2024-06-28,zz500,600126
2024-06-28,zz500,600129
2024-06-28,zz500,600131
2024-06-28,zz500,600141
2024-06-28,zz500,600143
2024-06-28,zz500,600153
2024-06-28,zz500,600155
2024-06-28,zz500,600157
2024-06-28,zz500,600166
2024-06-28,zz500,600170
2024-06-28,zz500,600177
2024-06-28,zz500,600208
2024-06-28,zz500,600258
2024-06-28,zz500,600271
2024-06-28,zz500,600282
2024-06-28,zz500,600298
2024-06-28,zz500,600299
2024-06-28,zz500,600315
2024-06-28,zz500,600316
2024-06-28,zz500,600325
2024-06-28,zz500,600329
2024-06-28,zz500,600339
2024-06-28,zz500,600348
2024-06-28,zz500,600350
2024-06-28,zz500,600352
2024-06-28,zz500,600361
2024-06-28,zz500,600369
2024-06-28,zz500,600373
2024-06-28,zz500,600377
2024-06-28,zz500,600378
2024-06-28,zz500,600380
2024-06-28,zz500,600390
2024-06-28,zz500,600392
2024-06-28,zz500,600398
2024-06-28,zz500,600399
2024-06-28,zz500,600416
2024-06-28,zz500,600418
2024-06-28,zz500,600435
2024-06-28,zz500,600481
2024-06-28,zz500,600483
2024-06-28,zz500,600486
2024-06-28,zz500,600497
2024-06-28,zz500,600498
2024-06-28,zz500,600499
2024-06-28,zz500,600500
2024-06-28,zz500,600511
2024-06-28,zz500,600516
2024-06-28,zz500,600517
2024-06-28,zz500,600521
2024-06-28,zz500,600528
2024-06-28,zz500,600529
2024-06-28,zz500,600535
2024-06-28,zz500,600536
2024-06-28,zz500,600546
2024-06-28,zz500,600549
2024-06-28,zz500,600563
2024-06-28,zz500,600566
2024-06-28,zz500,600578
2024-06-28,zz500,600580
2024-06-28,zz500,600582
2024-06-28,zz500,600583
2024-06-28,zz500,600598
2024-06-28,zz500,600612
2024-06-28,zz500,600637
2024-06-28,zz500,600642
2024-06-28,zz500,600655
2024-06-28,zz500,600663
2024-06-28,zz500,600673
2024-06-28,zz500,600699
2024-06-28,zz500,600704
2024-06-28,zz500,600707
2024-06-28,zz500,600737
2024-06-28,zz500,600739
2024-06-28,zz500,600754
2024-06-28,zz500,600755
2024-06-28,zz500,600763
2024-06-28,zz500,600764
